date,time,meter_ID,meter_value
2024-07-22,01:30,111-111-111,1838.789
2024-07-22,02:00,111-111-111,1839.279
2024-07-22,02:30,111-111-111,1839.998
2024-07-22,03:00,111-111-111,1840.666
2024-07-22,03:30,111-111-111,1840.77
2024-07-22,04:00,111-111-111,1841.162
2024-07-22,04:30,111-111-111,1841.46
2024-07-22,05:00,111-111-111,1842.0
2024-07-22,05:30,111-111-111,1842.985
2024-07-22,06:00,111-111-111,1843.034
2024-07-22,06:30,111-111-111,1843.551
2024-07-22,07:00,111-111-111,1844.112
2024-07-22,07:30,111-111-111,1844.938
2024-07-22,08:00,111-111-111,1845.345
2024-07-22,08:30,111-111-111,1846.154
2024-07-22,09:00,111-111-111,1846.337
2024-07-22,09:30,111-111-111,1847.294
2024-07-22,10:00,111-111-111,1847.895
2024-07-22,10:30,111-111-111,1848.605
2024-07-22,11:00,111-111-111,1849.145
2024-07-22,11:30,111-111-111,1849.83
2024-07-22,12:00,111-111-111,1850.648
2024-07-22,12:30,111-111-111,1851.027
2024-07-22,13:00,111-111-111,1851.394
2024-07-22,13:30,111-111-111,1852.165
2024-07-22,14:00,111-111-111,1853.078
2024-07-22,14:30,111-111-111,1853.958
2024-07-22,15:00,111-111-111,1854.328
2024-07-22,15:30,111-111-111,1854.721
2024-07-22,16:00,111-111-111,1854.75
2024-07-22,16:30,111-111-111,1855.43
2024-07-22,17:00,111-111-111,1855.962
2024-07-22,17:30,111-111-111,1856.764
2024-07-22,18:00,111-111-111,1857.358
2024-07-22,18:30,111-111-111,1857.373
2024-07-22,19:00,111-111-111,1857.722
2024-07-22,19:30,111-111-111,1858.489
2024-07-22,20:00,111-111-111,1858.836
2024-07-22,20:30,111-111-111,1859.565
2024-07-22,21:00,111-111-111,1860.135
2024-07-22,21:30,111-111-111,1860.691
2024-07-22,22:00,111-111-111,1861.278
2024-07-22,22:30,111-111-111,1862.244
2024-07-22,23:00,111-111-111,1863.018
2024-07-22,23:30,111-111-111,1863.583
