date,time,meter_ID,meter_value
2024-07-04,01:30,111-111-111,1433.836
2024-07-04,02:00,111-111-111,1433.942
2024-07-04,02:30,111-111-111,1434.884
2024-07-04,03:00,111-111-111,1435.457
2024-07-04,03:30,111-111-111,1436.354
2024-07-04,04:00,111-111-111,1436.658
2024-07-04,04:30,111-111-111,1436.876
2024-07-04,05:00,111-111-111,1437.055
2024-07-04,05:30,111-111-111,1437.654
2024-07-04,06:00,111-111-111,1437.927
2024-07-04,06:30,111-111-111,1438.588
2024-07-04,07:00,111-111-111,1438.738
2024-07-04,07:30,111-111-111,1439.584
2024-07-04,08:00,111-111-111,1439.65
2024-07-04,08:30,111-111-111,1439.741
2024-07-04,09:00,111-111-111,1439.914
2024-07-04,09:30,111-111-111,1440.321
2024-07-04,10:00,111-111-111,1440.415
2024-07-04,10:30,111-111-111,1441.214
2024-07-04,11:00,111-111-111,1441.515
2024-07-04,11:30,111-111-111,1441.792
2024-07-04,12:00,111-111-111,1442.497
2024-07-04,12:30,111-111-111,1443.267
2024-07-04,13:00,111-111-111,1443.77
2024-07-04,13:30,111-111-111,1443.954
2024-07-04,14:00,111-111-111,1444.812
2024-07-04,14:30,111-111-111,1445.667
2024-07-04,15:00,111-111-111,1446.607
2024-07-04,15:30,111-111-111,1447.246
2024-07-04,16:00,111-111-111,1447.963
2024-07-04,16:30,111-111-111,1448.932
2024-07-04,17:00,111-111-111,1449.516
2024-07-04,17:30,111-111-111,1449.524
2024-07-04,18:00,111-111-111,1450.155
2024-07-04,18:30,111-111-111,1450.912
2024-07-04,19:00,111-111-111,1451.557
2024-07-04,19:30,111-111-111,1451.688
2024-07-04,20:00,111-111-111,1451.84
2024-07-04,20:30,111-111-111,1452.217
2024-07-04,21:00,111-111-111,1452.927
2024-07-04,21:30,111-111-111,1453.328
2024-07-04,22:00,111-111-111,1453.586
2024-07-04,22:30,111-111-111,1454.095
2024-07-04,23:00,111-111-111,1454.887
2024-07-04,23:30,111-111-111,1455.441
