date,time,meter_ID,meter_value
2024-07-21,01:30,111-111-111,1810.56
2024-07-21,02:00,111-111-111,1811.169
2024-07-21,02:30,111-111-111,1812.008
2024-07-21,03:00,111-111-111,1812.474
2024-07-21,03:30,111-111-111,1813.266
2024-07-21,04:00,111-111-111,1813.735
2024-07-21,04:30,111-111-111,1814.398
2024-07-21,05:00,111-111-111,1815.175
2024-07-21,05:30,111-111-111,1815.932
2024-07-21,06:00,111-111-111,1816.512
2024-07-21,06:30,111-111-111,1817.216
2024-07-21,07:00,111-111-111,1817.426
2024-07-21,07:30,111-111-111,1817.687
2024-07-21,08:00,111-111-111,1817.747
2024-07-21,08:30,111-111-111,1818.597
2024-07-21,09:00,111-111-111,1819.008
2024-07-21,09:30,111-111-111,1819.958
2024-07-21,10:00,111-111-111,1820.948
2024-07-21,10:30,111-111-111,1821.885
2024-07-21,11:00,111-111-111,1822.26
2024-07-21,11:30,111-111-111,1823.195
2024-07-21,12:00,111-111-111,1823.846
2024-07-21,12:30,111-111-111,1823.993
2024-07-21,13:00,111-111-111,1824.763
2024-07-21,13:30,111-111-111,1825.742
2024-07-21,14:00,111-111-111,1826.546
2024-07-21,14:30,111-111-111,1826.972
2024-07-21,15:00,111-111-111,1827.501
2024-07-21,15:30,111-111-111,1827.685
2024-07-21,16:00,111-111-111,1828.293
2024-07-21,16:30,111-111-111,1828.761
2024-07-21,17:00,111-111-111,1829.62
2024-07-21,17:30,111-111-111,1830.014
2024-07-21,18:00,111-111-111,1830.802
2024-07-21,18:30,111-111-111,1831.715
2024-07-21,19:00,111-111-111,1831.743
2024-07-21,19:30,111-111-111,1832.456
2024-07-21,20:00,111-111-111,1833.044
2024-07-21,20:30,111-111-111,1833.635
2024-07-21,21:00,111-111-111,1834.353
2024-07-21,21:30,111-111-111,1834.69
2024-07-21,22:00,111-111-111,1835.655
2024-07-21,22:30,111-111-111,1836.363
2024-07-21,23:00,111-111-111,1837.084
2024-07-21,23:30,111-111-111,1837.792
