date,time,meter_ID,meter_value
2024-07-25,01:30,111-111-111,1906.4
2024-07-25,02:00,111-111-111,1907.397
2024-07-25,02:30,111-111-111,1907.569
2024-07-25,03:00,111-111-111,1907.662
2024-07-25,03:30,111-111-111,1908.456
2024-07-25,04:00,111-111-111,1908.826
2024-07-25,04:30,111-111-111,1909.677
2024-07-25,05:00,111-111-111,1909.719
2024-07-25,05:30,111-111-111,1909.881
2024-07-25,06:00,111-111-111,1910.655
2024-07-25,06:30,111-111-111,1910.994
2024-07-25,07:00,111-111-111,1911.96
2024-07-25,07:30,111-111-111,1912.879
2024-07-25,08:00,111-111-111,1913.718
2024-07-25,08:30,111-111-111,1914.388
2024-07-25,09:00,111-111-111,1915.296
2024-07-25,09:30,111-111-111,1915.727
2024-07-25,10:00,111-111-111,1916.147
2024-07-25,10:30,111-111-111,1916.338
2024-07-25,11:00,111-111-111,1917.211
2024-07-25,11:30,111-111-111,1917.817
2024-07-25,12:00,111-111-111,1918.791
2024-07-25,12:30,111-111-111,1919.605
2024-07-25,13:00,111-111-111,1920.002
2024-07-25,13:30,111-111-111,1920.632
2024-07-25,14:00,111-111-111,1921.07
2024-07-25,14:30,111-111-111,1922.038
2024-07-25,15:00,111-111-111,1922.822
2024-07-25,15:30,111-111-111,1923.183
2024-07-25,16:00,111-111-111,1923.872
2024-07-25,16:30,111-111-111,1924.48
2024-07-25,17:00,111-111-111,1924.606
2024-07-25,17:30,111-111-111,1925.288
2024-07-25,18:00,111-111-111,1925.86
2024-07-25,18:30,111-111-111,1926.267
2024-07-25,19:00,111-111-111,1926.305
2024-07-25,19:30,111-111-111,1926.541
2024-07-25,20:00,111-111-111,1927.423
2024-07-25,20:30,111-111-111,1928.153
2024-07-25,21:00,111-111-111,1928.399
2024-07-25,21:30,111-111-111,1928.786
2024-07-25,22:00,111-111-111,1929.355
2024-07-25,22:30,111-111-111,1930.329
2024-07-25,23:00,111-111-111,1930.715
2024-07-25,23:30,111-111-111,1931.348
