date,time,meter_ID,meter_value
2024-07-09,01:30,111-111-111,1543.138
2024-07-09,02:00,111-111-111,1543.836
2024-07-09,02:30,111-111-111,1544.662
2024-07-09,03:00,111-111-111,1545.37
2024-07-09,03:30,111-111-111,1545.844
2024-07-09,04:00,111-111-111,1546.54
2024-07-09,04:30,111-111-111,1546.623
2024-07-09,05:00,111-111-111,1547.042
2024-07-09,05:30,111-111-111,1547.149
2024-07-09,06:00,111-111-111,1547.214
2024-07-09,06:30,111-111-111,1547.465
2024-07-09,07:00,111-111-111,1547.917
2024-07-09,07:30,111-111-111,1548.724
2024-07-09,08:00,111-111-111,1549.359
2024-07-09,08:30,111-111-111,1550.012
2024-07-09,09:00,111-111-111,1550.417
2024-07-09,09:30,111-111-111,1550.521
2024-07-09,10:00,111-111-111,1550.67
2024-07-09,10:30,111-111-111,1551.534
2024-07-09,11:00,111-111-111,1551.87
2024-07-09,11:30,111-111-111,1552.633
2024-07-09,12:00,111-111-111,1553.141
2024-07-09,12:30,111-111-111,1553.407
2024-07-09,13:00,111-111-111,1553.586
2024-07-09,13:30,111-111-111,1553.78
2024-07-09,14:00,111-111-111,1554.527
2024-07-09,14:30,111-111-111,1554.936
2024-07-09,15:00,111-111-111,1555.806
2024-07-09,15:30,111-111-111,1556.091
2024-07-09,16:00,111-111-111,1556.704
2024-07-09,16:30,111-111-111,1557.358
2024-07-09,17:00,111-111-111,1558.327
2024-07-09,17:30,111-111-111,1559.055
2024-07-09,18:00,111-111-111,1559.535
2024-07-09,18:30,111-111-111,1559.833
2024-07-09,19:00,111-111-111,1560.792
2024-07-09,19:30,111-111-111,1561.093
2024-07-09,20:00,111-111-111,1562.055
2024-07-09,20:30,111-111-111,1562.551
2024-07-09,21:00,111-111-111,1563.207
2024-07-09,21:30,111-111-111,1563.538
2024-07-09,22:00,111-111-111,1563.677
2024-07-09,22:30,111-111-111,1563.942
2024-07-09,23:00,111-111-111,1564.368
2024-07-09,23:30,111-111-111,1564.651
