date,time,meter_ID,meter_value
2024-07-03,01:30,111-111-111,1412.951
2024-07-03,02:00,111-111-111,1413.188
2024-07-03,02:30,111-111-111,1413.477
2024-07-03,03:00,111-111-111,1413.54
2024-07-03,03:30,111-111-111,1413.731
2024-07-03,04:00,111-111-111,1413.778
2024-07-03,04:30,111-111-111,1414.058
2024-07-03,05:00,111-111-111,1414.445
2024-07-03,05:30,111-111-111,1415.323
2024-07-03,06:00,111-111-111,1415.715
2024-07-03,06:30,111-111-111,1416.453
2024-07-03,07:00,111-111-111,1416.711
2024-07-03,07:30,111-111-111,1416.962
2024-07-03,08:00,111-111-111,1417.768
2024-07-03,08:30,111-111-111,1417.918
2024-07-03,09:00,111-111-111,1418.416
2024-07-03,09:30,111-111-111,1418.808
2024-07-03,10:00,111-111-111,1419.258
2024-07-03,10:30,111-111-111,1419.646
2024-07-03,11:00,111-111-111,1419.831
2024-07-03,11:30,111-111-111,1420.242
2024-07-03,12:00,111-111-111,1420.414
2024-07-03,12:30,111-111-111,1420.502
2024-07-03,13:00,111-111-111,1421.392
2024-07-03,13:30,111-111-111,1422.112
2024-07-03,14:00,111-111-111,1422.218
2024-07-03,14:30,111-111-111,1422.924
2024-07-03,15:00,111-111-111,1423.812
2024-07-03,15:30,111-111-111,1424.472
2024-07-03,16:00,111-111-111,1425.281
2024-07-03,16:30,111-111-111,1425.995
2024-07-03,17:00,111-111-111,1426.64
2024-07-03,17:30,111-111-111,1426.805
2024-07-03,18:00,111-111-111,1427.551
2024-07-03,18:30,111-111-111,1428.498
2024-07-03,19:00,111-111-111,1429.102
2024-07-03,19:30,111-111-111,1429.259
2024-07-03,20:00,111-111-111,1429.843
2024-07-03,20:30,111-111-111,1430.316
2024-07-03,21:00,111-111-111,1430.623
2024-07-03,21:30,111-111-111,1431.074
2024-07-03,22:00,111-111-111,1431.111
2024-07-03,22:30,111-111-111,1431.971
2024-07-03,23:00,111-111-111,1432.174
2024-07-03,23:30,111-111-111,1432.972
