date,time,meter_ID,meter_value
2024-07-20,01:30,111-111-111,1787.708
2024-07-20,02:00,111-111-111,1788.168
2024-07-20,02:30,111-111-111,1788.822
2024-07-20,03:00,111-111-111,1789.479
2024-07-20,03:30,111-111-111,1789.699
2024-07-20,04:00,111-111-111,1790.257
2024-07-20,04:30,111-111-111,1790.297
2024-07-20,05:00,111-111-111,1790.83
2024-07-20,05:30,111-111-111,1791.756
2024-07-20,06:00,111-111-111,1792.577
2024-07-20,06:30,111-111-111,1792.623
2024-07-20,07:00,111-111-111,1792.656
2024-07-20,07:30,111-111-111,1793.636
2024-07-20,08:00,111-111-111,1793.639
2024-07-20,08:30,111-111-111,1794.133
2024-07-20,09:00,111-111-111,1794.647
2024-07-20,09:30,111-111-111,1795.282
2024-07-20,10:00,111-111-111,1795.693
2024-07-20,10:30,111-111-111,1796.357
2024-07-20,11:00,111-111-111,1796.391
2024-07-20,11:30,111-111-111,1796.996
2024-07-20,12:00,111-111-111,1797.687
2024-07-20,12:30,111-111-111,1797.852
2024-07-20,13:00,111-111-111,1798.736
2024-07-20,13:30,111-111-111,1799.394
2024-07-20,14:00,111-111-111,1800.087
2024-07-20,14:30,111-111-111,1800.426
2024-07-20,15:00,111-111-111,1800.891
2024-07-20,15:30,111-111-111,1801.797
2024-07-20,16:00,111-111-111,1802.639
2024-07-20,16:30,111-111-111,1803.144
2024-07-20,17:00,111-111-111,1803.768
2024-07-20,17:30,111-111-111,1803.875
2024-07-20,18:00,111-111-111,1804.559
2024-07-20,18:30,111-111-111,1805.468
2024-07-20,19:00,111-111-111,1806.023
2024-07-20,19:30,111-111-111,1806.113
2024-07-20,20:00,111-111-111,1806.601
2024-07-20,20:30,111-111-111,1806.697
2024-07-20,21:00,111-111-111,1807.692
2024-07-20,21:30,111-111-111,1808.152
2024-07-20,22:00,111-111-111,1809.022
2024-07-20,22:30,111-111-111,1809.456
2024-07-20,23:00,111-111-111,1810.311
2024-07-20,23:30,111-111-111,1810.443
