date,time,meter_ID,meter_value
2024-07-16,01:30,111-111-111,1705.563
2024-07-16,02:00,111-111-111,1706.419
2024-07-16,02:30,111-111-111,1706.842
2024-07-16,03:00,111-111-111,1706.979
2024-07-16,03:30,111-111-111,1707.177
2024-07-16,04:00,111-111-111,1707.464
2024-07-16,04:30,111-111-111,1707.652
2024-07-16,05:00,111-111-111,1708.27
2024-07-16,05:30,111-111-111,1709.135
2024-07-16,06:00,111-111-111,1709.694
2024-07-16,06:30,111-111-111,1709.896
2024-07-16,07:00,111-111-111,1710.854
2024-07-16,07:30,111-111-111,1711.19
2024-07-16,08:00,111-111-111,1711.802
2024-07-16,08:30,111-111-111,1712.514
2024-07-16,09:00,111-111-111,1713.038
2024-07-16,09:30,111-111-111,1713.119
2024-07-16,10:00,111-111-111,1713.596
2024-07-16,10:30,111-111-111,1713.682
2024-07-16,11:00,111-111-111,1713.91
2024-07-16,11:30,111-111-111,1714.52
2024-07-16,12:00,111-111-111,1714.979
2024-07-16,12:30,111-111-111,1715.796
2024-07-16,13:00,111-111-111,1716.332
2024-07-16,13:30,111-111-111,1716.375
2024-07-16,14:00,111-111-111,1716.513
2024-07-16,14:30,111-111-111,1716.786
2024-07-16,15:00,111-111-111,1717.107
2024-07-16,15:30,111-111-111,1717.741
2024-07-16,16:00,111-111-111,1718.657
2024-07-16,16:30,111-111-111,1719.064
2024-07-16,17:00,111-111-111,1719.222
2024-07-16,17:30,111-111-111,1719.308
2024-07-16,18:00,111-111-111,1719.409
2024-07-16,18:30,111-111-111,1719.434
2024-07-16,19:00,111-111-111,1719.79
2024-07-16,19:30,111-111-111,1720.255
2024-07-16,20:00,111-111-111,1721.064
2024-07-16,20:30,111-111-111,1721.944
2024-07-16,21:00,111-111-111,1722.279
2024-07-16,21:30,111-111-111,1723.217
2024-07-16,22:00,111-111-111,1723.479
2024-07-16,22:30,111-111-111,1723.48
2024-07-16,23:00,111-111-111,1724.137
2024-07-16,23:30,111-111-111,1724.551
