date,time,meter_ID,meter_value
2024-07-10,01:30,111-111-111,1564.964
2024-07-10,02:00,111-111-111,1565.63
2024-07-10,02:30,111-111-111,1565.908
2024-07-10,03:00,111-111-111,1566.326
2024-07-10,03:30,111-111-111,1567.167
2024-07-10,04:00,111-111-111,1568.126
2024-07-10,04:30,111-111-111,1568.307
2024-07-10,05:00,111-111-111,1569.142
2024-07-10,05:30,111-111-111,1569.226
2024-07-10,06:00,111-111-111,1569.566
2024-07-10,06:30,111-111-111,1570.142
2024-07-10,07:00,111-111-111,1570.666
2024-07-10,07:30,111-111-111,1571.496
2024-07-10,08:00,111-111-111,1572.217
2024-07-10,08:30,111-111-111,1572.641
2024-07-10,09:00,111-111-111,1572.957
2024-07-10,09:30,111-111-111,1573.813
2024-07-10,10:00,111-111-111,1574.404
2024-07-10,10:30,111-111-111,1575.042
2024-07-10,11:00,111-111-111,1575.889
2024-07-10,11:30,111-111-111,1576.255
2024-07-10,12:00,111-111-111,1576.343
2024-07-10,12:30,111-111-111,1576.845
2024-07-10,13:00,111-111-111,1577.445
2024-07-10,13:30,111-111-111,1578.359
2024-07-10,14:00,111-111-111,1579.188
2024-07-10,14:30,111-111-111,1580.063
2024-07-10,15:00,111-111-111,1580.564
2024-07-10,15:30,111-111-111,1581.548
2024-07-10,16:00,111-111-111,1582.443
2024-07-10,16:30,111-111-111,1582.681
2024-07-10,17:00,111-111-111,1582.837
2024-07-10,17:30,111-111-111,1582.942
2024-07-10,18:00,111-111-111,1583.133
2024-07-10,18:30,111-111-111,1584.0
2024-07-10,19:00,111-111-111,1584.964
2024-07-10,19:30,111-111-111,1585.099
2024-07-10,20:00,111-111-111,1586.035
2024-07-10,20:30,111-111-111,1586.798
2024-07-10,21:00,111-111-111,1586.944
2024-07-10,21:30,111-111-111,1587.598
2024-07-10,22:00,111-111-111,1588.047
2024-07-10,22:30,111-111-111,1588.681
2024-07-10,23:00,111-111-111,1589.143
2024-07-10,23:30,111-111-111,1590.029
