date,time,meter_ID,meter_value
2024-07-12,01:30,111-111-111,1611.886
2024-07-12,02:00,111-111-111,1612.67
2024-07-12,02:30,111-111-111,1613.241
2024-07-12,03:00,111-111-111,1613.534
2024-07-12,03:30,111-111-111,1613.923
2024-07-12,04:00,111-111-111,1614.565
2024-07-12,04:30,111-111-111,1614.807
2024-07-12,05:00,111-111-111,1615.383
2024-07-12,05:30,111-111-111,1616.201
2024-07-12,06:00,111-111-111,1616.244
2024-07-12,06:30,111-111-111,1616.739
2024-07-12,07:00,111-111-111,1616.894
2024-07-12,07:30,111-111-111,1617.479
2024-07-12,08:00,111-111-111,1617.694
2024-07-12,08:30,111-111-111,1618.645
2024-07-12,09:00,111-111-111,1619.636
2024-07-12,09:30,111-111-111,1620.407
2024-07-12,10:00,111-111-111,1621.228
2024-07-12,10:30,111-111-111,1621.764
2024-07-12,11:00,111-111-111,1621.779
2024-07-12,11:30,111-111-111,1622.118
2024-07-12,12:00,111-111-111,1622.126
2024-07-12,12:30,111-111-111,1622.657
2024-07-12,13:00,111-111-111,1623.533
2024-07-12,13:30,111-111-111,1624.449
2024-07-12,14:00,111-111-111,1625.28
2024-07-12,14:30,111-111-111,1625.382
2024-07-12,15:00,111-111-111,1625.883
2024-07-12,15:30,111-111-111,1626.418
2024-07-12,16:00,111-111-111,1627.076
2024-07-12,16:30,111-111-111,1627.322
2024-07-12,17:00,111-111-111,1627.68
2024-07-12,17:30,111-111-111,1628.633
2024-07-12,18:00,111-111-111,1629.578
2024-07-12,18:30,111-111-111,1629.746
2024-07-12,19:00,111-111-111,1630.522
2024-07-12,19:30,111-111-111,1631.232
2024-07-12,20:00,111-111-111,1631.869
2024-07-12,20:30,111-111-111,1631.973
2024-07-12,21:00,111-111-111,1632.006
2024-07-12,21:30,111-111-111,1632.522
2024-07-12,22:00,111-111-111,1632.949
2024-07-12,22:30,111-111-111,1633.477
2024-07-12,23:00,111-111-111,1634.239
2024-07-12,23:30,111-111-111,1634.884
