date,time,meter_ID,meter_value
2024-07-07,01:30,111-111-111,1499.601
2024-07-07,02:00,111-111-111,1500.172
2024-07-07,02:30,111-111-111,1500.606
2024-07-07,03:00,111-111-111,1500.798
2024-07-07,03:30,111-111-111,1501.039
2024-07-07,04:00,111-111-111,1501.96
2024-07-07,04:30,111-111-111,1502.736
2024-07-07,05:00,111-111-111,1503.034
2024-07-07,05:30,111-111-111,1503.906
2024-07-07,06:00,111-111-111,1504.577
2024-07-07,06:30,111-111-111,1504.93
2024-07-07,07:00,111-111-111,1505.0
2024-07-07,07:30,111-111-111,1505.113
2024-07-07,08:00,111-111-111,1505.597
2024-07-07,08:30,111-111-111,1505.743
2024-07-07,09:00,111-111-111,1506.452
2024-07-07,09:30,111-111-111,1507.054
2024-07-07,10:00,111-111-111,1507.338
2024-07-07,10:30,111-111-111,1508.236
2024-07-07,11:00,111-111-111,1508.659
2024-07-07,11:30,111-111-111,1509.096
2024-07-07,12:00,111-111-111,1509.106
2024-07-07,12:30,111-111-111,1509.8
2024-07-07,13:00,111-111-111,1510.425
2024-07-07,13:30,111-111-111,1510.897
2024-07-07,14:00,111-111-111,1511.131
2024-07-07,14:30,111-111-111,1512.114
2024-07-07,15:00,111-111-111,1512.378
2024-07-07,15:30,111-111-111,1512.669
2024-07-07,16:00,111-111-111,1513.543
2024-07-07,16:30,111-111-111,1514.534
2024-07-07,17:00,111-111-111,1515.297
2024-07-07,17:30,111-111-111,1516.169
2024-07-07,18:00,111-111-111,1516.955
2024-07-07,18:30,111-111-111,1517.468
2024-07-07,19:00,111-111-111,1517.639
2024-07-07,19:30,111-111-111,1518.17
2024-07-07,20:00,111-111-111,1518.626
2024-07-07,20:30,111-111-111,1518.716
2024-07-07,21:00,111-111-111,1519.243
2024-07-07,21:30,111-111-111,1520.222
2024-07-07,22:00,111-111-111,1521.093
2024-07-07,22:30,111-111-111,1521.177
2024-07-07,23:00,111-111-111,1521.682
2024-07-07,23:30,111-111-111,1522.301
