date,time,meter_ID,meter_value
2024-07-24,01:30,111-111-111,1882.649
2024-07-24,02:00,111-111-111,1882.87
2024-07-24,02:30,111-111-111,1883.768
2024-07-24,03:00,111-111-111,1884.278
2024-07-24,03:30,111-111-111,1884.532
2024-07-24,04:00,111-111-111,1884.536
2024-07-24,04:30,111-111-111,1884.929
2024-07-24,05:00,111-111-111,1884.931
2024-07-24,05:30,111-111-111,1885.852
2024-07-24,06:00,111-111-111,1886.674
2024-07-24,06:30,111-111-111,1887.093
2024-07-24,07:00,111-111-111,1887.747
2024-07-24,07:30,111-111-111,1887.854
2024-07-24,08:00,111-111-111,1888.175
2024-07-24,08:30,111-111-111,1889.079
2024-07-24,09:00,111-111-111,1889.644
2024-07-24,09:30,111-111-111,1890.179
2024-07-24,10:00,111-111-111,1891.118
2024-07-24,10:30,111-111-111,1891.121
2024-07-24,11:00,111-111-111,1891.179
2024-07-24,11:30,111-111-111,1892.111
2024-07-24,12:00,111-111-111,1892.846
2024-07-24,12:30,111-111-111,1892.847
2024-07-24,13:00,111-111-111,1893.49
2024-07-24,13:30,111-111-111,1893.992
2024-07-24,14:00,111-111-111,1894.955
2024-07-24,14:30,111-111-111,1895.517
2024-07-24,15:00,111-111-111,1896.26
2024-07-24,15:30,111-111-111,1897.005
2024-07-24,16:00,111-111-111,1897.549
2024-07-24,16:30,111-111-111,1898.468
2024-07-24,17:00,111-111-111,1899.371
2024-07-24,17:30,111-111-111,1900.241
2024-07-24,18:00,111-111-111,1900.924
2024-07-24,18:30,111-111-111,1901.575
2024-07-24,19:00,111-111-111,1902.165
2024-07-24,19:30,111-111-111,1902.175
2024-07-24,20:00,111-111-111,1902.284
2024-07-24,20:30,111-111-111,1903.158
2024-07-24,21:00,111-111-111,1903.364
2024-07-24,21:30,111-111-111,1904.167
2024-07-24,22:00,111-111-111,1905.096
2024-07-24,22:30,111-111-111,1905.118
2024-07-24,23:00,111-111-111,1905.507
2024-07-24,23:30,111-111-111,1905.613
