date,time,meter_ID,meter_value
2024-07-29,01:30,111-111-111,2000.771
2024-07-29,02:00,111-111-111,2000.961
2024-07-29,02:30,111-111-111,2001.459
2024-07-29,03:00,111-111-111,2002.387
2024-07-29,03:30,111-111-111,2002.415
2024-07-29,04:00,111-111-111,2002.969
2024-07-29,04:30,111-111-111,2003.192
2024-07-29,05:00,111-111-111,2003.211
2024-07-29,05:30,111-111-111,2004.133
2024-07-29,06:00,111-111-111,2004.996
2024-07-29,06:30,111-111-111,2005.511
2024-07-29,07:00,111-111-111,2006.111
2024-07-29,07:30,111-111-111,2006.919
2024-07-29,08:00,111-111-111,2007.587
2024-07-29,08:30,111-111-111,2008.392
2024-07-29,09:00,111-111-111,2009.113
2024-07-29,09:30,111-111-111,2010.055
2024-07-29,10:00,111-111-111,2010.215
2024-07-29,10:30,111-111-111,2010.985
2024-07-29,11:00,111-111-111,2011.778
2024-07-29,11:30,111-111-111,2011.925
2024-07-29,12:00,111-111-111,2012.771
2024-07-29,12:30,111-111-111,2013.732
2024-07-29,13:00,111-111-111,2013.856
2024-07-29,13:30,111-111-111,2014.002
2024-07-29,14:00,111-111-111,2014.669
2024-07-29,14:30,111-111-111,2015.578
2024-07-29,15:00,111-111-111,2016.507
2024-07-29,15:30,111-111-111,2017.409
2024-07-29,16:00,111-111-111,2018.115
2024-07-29,16:30,111-111-111,2018.921
2024-07-29,17:00,111-111-111,2019.636
2024-07-29,17:30,111-111-111,2019.688
2024-07-29,18:00,111-111-111,2019.766
2024-07-29,18:30,111-111-111,2020.464
2024-07-29,19:00,111-111-111,2021.423
2024-07-29,19:30,111-111-111,2022.303
2024-07-29,20:00,111-111-111,2023.184
2024-07-29,20:30,111-111-111,2024.102
2024-07-29,21:00,111-111-111,2025.066
2024-07-29,21:30,111-111-111,2025.839
2024-07-29,22:00,111-111-111,2026.232
2024-07-29,22:30,111-111-111,2026.882
2024-07-29,23:00,111-111-111,2026.975
2024-07-29,23:30,111-111-111,2027.552
