date,time,meter_ID,meter_value
2024-07-11,01:30,111-111-111,1590.838
2024-07-11,02:00,111-111-111,1591.655
2024-07-11,02:30,111-111-111,1592.182
2024-07-11,03:00,111-111-111,1592.422
2024-07-11,03:30,111-111-111,1592.915
2024-07-11,04:00,111-111-111,1593.793
2024-07-11,04:30,111-111-111,1594.466
2024-07-11,05:00,111-111-111,1594.976
2024-07-11,05:30,111-111-111,1594.993
2024-07-11,06:00,111-111-111,1595.638
2024-07-11,06:30,111-111-111,1595.923
2024-07-11,07:00,111-111-111,1596.895
2024-07-11,07:30,111-111-111,1597.102
2024-07-11,08:00,111-111-111,1597.615
2024-07-11,08:30,111-111-111,1597.792
2024-07-11,09:00,111-111-111,1597.811
2024-07-11,09:30,111-111-111,1598.676
2024-07-11,10:00,111-111-111,1599.022
2024-07-11,10:30,111-111-111,1599.59
2024-07-11,11:00,111-111-111,1600.011
2024-07-11,11:30,111-111-111,1600.664
2024-07-11,12:00,111-111-111,1601.267
2024-07-11,12:30,111-111-111,1601.681
2024-07-11,13:00,111-111-111,1602.356
2024-07-11,13:30,111-111-111,1602.645
2024-07-11,14:00,111-111-111,1603.288
2024-07-11,14:30,111-111-111,1604.183
2024-07-11,15:00,111-111-111,1605.143
2024-07-11,15:30,111-111-111,1605.342
2024-07-11,16:00,111-111-111,1605.785
2024-07-11,16:30,111-111-111,1605.855
2024-07-11,17:00,111-111-111,1606.579
2024-07-11,17:30,111-111-111,1606.596
2024-07-11,18:00,111-111-111,1607.152
2024-07-11,18:30,111-111-111,1607.795
2024-07-11,19:00,111-111-111,1607.874
2024-07-11,19:30,111-111-111,1607.929
2024-07-11,20:00,111-111-111,1608.114
2024-07-11,20:30,111-111-111,1608.369
2024-07-11,21:00,111-111-111,1608.984
2024-07-11,21:30,111-111-111,1609.192
2024-07-11,22:00,111-111-111,1609.861
2024-07-11,22:30,111-111-111,1609.918
2024-07-11,23:00,111-111-111,1610.888
2024-07-11,23:30,111-111-111,1610.981
