date,time,meter_ID,meter_value
2024-07-06,01:30,111-111-111,1479.075
2024-07-06,02:00,111-111-111,1479.536
2024-07-06,02:30,111-111-111,1479.562
2024-07-06,03:00,111-111-111,1479.58
2024-07-06,03:30,111-111-111,1479.769
2024-07-06,04:00,111-111-111,1480.309
2024-07-06,04:30,111-111-111,1480.604
2024-07-06,05:00,111-111-111,1481.576
2024-07-06,05:30,111-111-111,1482.552
2024-07-06,06:00,111-111-111,1483.254
2024-07-06,06:30,111-111-111,1483.993
2024-07-06,07:00,111-111-111,1484.25
2024-07-06,07:30,111-111-111,1484.331
2024-07-06,08:00,111-111-111,1484.389
2024-07-06,08:30,111-111-111,1484.709
2024-07-06,09:00,111-111-111,1485.673
2024-07-06,09:30,111-111-111,1485.85
2024-07-06,10:00,111-111-111,1485.989
2024-07-06,10:30,111-111-111,1486.43
2024-07-06,11:00,111-111-111,1487.129
2024-07-06,11:30,111-111-111,1487.969
2024-07-06,12:00,111-111-111,1488.097
2024-07-06,12:30,111-111-111,1488.141
2024-07-06,13:00,111-111-111,1488.91
2024-07-06,13:30,111-111-111,1489.881
2024-07-06,14:00,111-111-111,1489.917
2024-07-06,14:30,111-111-111,1490.29
2024-07-06,15:00,111-111-111,1491.278
2024-07-06,15:30,111-111-111,1492.234
2024-07-06,16:00,111-111-111,1492.686
2024-07-06,16:30,111-111-111,1493.186
2024-07-06,17:00,111-111-111,1493.448
2024-07-06,17:30,111-111-111,1494.071
2024-07-06,18:00,111-111-111,1494.399
2024-07-06,18:30,111-111-111,1494.972
2024-07-06,19:00,111-111-111,1495.49
2024-07-06,19:30,111-111-111,1495.545
2024-07-06,20:00,111-111-111,1496.449
2024-07-06,20:30,111-111-111,1497.009
2024-07-06,21:00,111-111-111,1497.653
2024-07-06,21:30,111-111-111,1498.169
2024-07-06,22:00,111-111-111,1499.095
2024-07-06,22:30,111-111-111,1499.226
2024-07-06,23:00,111-111-111,1499.249
2024-07-06,23:30,111-111-111,1499.299
