date,time,meter_ID,meter_value
2024-07-18,01:30,111-111-111,1746.711
2024-07-18,02:00,111-111-111,1746.909
2024-07-18,02:30,111-111-111,1747.101
2024-07-18,03:00,111-111-111,1747.124
2024-07-18,03:30,111-111-111,1747.397
2024-07-18,04:00,111-111-111,1748.207
2024-07-18,04:30,111-111-111,1749.033
2024-07-18,05:00,111-111-111,1749.879
2024-07-18,05:30,111-111-111,1750.547
2024-07-18,06:00,111-111-111,1750.948
2024-07-18,06:30,111-111-111,1750.964
2024-07-18,07:00,111-111-111,1750.975
2024-07-18,07:30,111-111-111,1751.848
2024-07-18,08:00,111-111-111,1752.172
2024-07-18,08:30,111-111-111,1752.175
2024-07-18,09:00,111-111-111,1752.186
2024-07-18,09:30,111-111-111,1752.768
2024-07-18,10:00,111-111-111,1753.757
2024-07-18,10:30,111-111-111,1753.964
2024-07-18,11:00,111-111-111,1754.765
2024-07-18,11:30,111-111-111,1754.78
2024-07-18,12:00,111-111-111,1754.87
2024-07-18,12:30,111-111-111,1755.664
2024-07-18,13:00,111-111-111,1755.835
2024-07-18,13:30,111-111-111,1756.01
2024-07-18,14:00,111-111-111,1756.163
2024-07-18,14:30,111-111-111,1757.115
2024-07-18,15:00,111-111-111,1757.736
2024-07-18,15:30,111-111-111,1758.233
2024-07-18,16:00,111-111-111,1758.459
2024-07-18,16:30,111-111-111,1758.472
2024-07-18,17:00,111-111-111,1758.718
2024-07-18,17:30,111-111-111,1759.591
2024-07-18,18:00,111-111-111,1760.301
2024-07-18,18:30,111-111-111,1760.831
2024-07-18,19:00,111-111-111,1760.964
2024-07-18,19:30,111-111-111,1761.262
2024-07-18,20:00,111-111-111,1762.211
2024-07-18,20:30,111-111-111,1762.647
2024-07-18,21:00,111-111-111,1763.441
2024-07-18,21:30,111-111-111,1764.197
2024-07-18,22:00,111-111-111,1764.779
2024-07-18,22:30,111-111-111,1765.11
2024-07-18,23:00,111-111-111,1765.227
2024-07-18,23:30,111-111-111,1765.945
