date,time,meter_ID,meter_value
2024-07-30,01:30,111-111-111,2028.55
2024-07-30,02:00,111-111-111,2029.302
2024-07-30,02:30,111-111-111,2029.703
2024-07-30,03:00,111-111-111,2030.13
2024-07-30,03:30,111-111-111,2030.552
2024-07-30,04:00,111-111-111,2030.98
2024-07-30,04:30,111-111-111,2031.966
2024-07-30,05:00,111-111-111,2032.113
2024-07-30,05:30,111-111-111,2032.342
2024-07-30,06:00,111-111-111,2033.307
2024-07-30,06:30,111-111-111,2034.048
2024-07-30,07:00,111-111-111,2034.653
2024-07-30,07:30,111-111-111,2035.569
2024-07-30,08:00,111-111-111,2036.152
2024-07-30,08:30,111-111-111,2037.131
2024-07-30,09:00,111-111-111,2037.158
2024-07-30,09:30,111-111-111,2037.603
2024-07-30,10:00,111-111-111,2038.072
2024-07-30,10:30,111-111-111,2038.943
2024-07-30,11:00,111-111-111,2039.669
2024-07-30,11:30,111-111-111,2040.245
2024-07-30,12:00,111-111-111,2040.469
2024-07-30,12:30,111-111-111,2041.46
2024-07-30,13:00,111-111-111,2042.002
2024-07-30,13:30,111-111-111,2042.158
2024-07-30,14:00,111-111-111,2042.392
2024-07-30,14:30,111-111-111,2042.601
2024-07-30,15:00,111-111-111,2043.038
2024-07-30,15:30,111-111-111,2043.297
2024-07-30,16:00,111-111-111,2043.544
2024-07-30,16:30,111-111-111,2043.699
2024-07-30,17:00,111-111-111,2044.117
2024-07-30,17:30,111-111-111,2044.638
2024-07-30,18:00,111-111-111,2045.318
2024-07-30,18:30,111-111-111,2046.308
2024-07-30,19:00,111-111-111,2046.488
2024-07-30,19:30,111-111-111,2047.182
2024-07-30,20:00,111-111-111,2047.999
2024-07-30,20:30,111-111-111,2048.156
2024-07-30,21:00,111-111-111,2048.405
2024-07-30,21:30,111-111-111,2048.656
2024-07-30,22:00,111-111-111,2049.021
2024-07-30,22:30,111-111-111,2049.187
2024-07-30,23:00,111-111-111,2049.498
2024-07-30,23:30,111-111-111,2049.623
