date,time,meter_ID,meter_value
2024-07-28,01:30,111-111-111,1977.192
2024-07-28,02:00,111-111-111,1977.957
2024-07-28,02:30,111-111-111,1978.064
2024-07-28,03:00,111-111-111,1978.386
2024-07-28,03:30,111-111-111,1978.698
2024-07-28,04:00,111-111-111,1979.676
2024-07-28,04:30,111-111-111,1979.857
2024-07-28,05:00,111-111-111,1980.676
2024-07-28,05:30,111-111-111,1981.548
2024-07-28,06:00,111-111-111,1982.386
2024-07-28,06:30,111-111-111,1982.417
2024-07-28,07:00,111-111-111,1982.464
2024-07-28,07:30,111-111-111,1982.471
2024-07-28,08:00,111-111-111,1982.787
2024-07-28,08:30,111-111-111,1983.059
2024-07-28,09:00,111-111-111,1983.882
2024-07-28,09:30,111-111-111,1984.144
2024-07-28,10:00,111-111-111,1984.966
2024-07-28,10:30,111-111-111,1985.431
2024-07-28,11:00,111-111-111,1986.175
2024-07-28,11:30,111-111-111,1987.042
2024-07-28,12:00,111-111-111,1987.674
2024-07-28,12:30,111-111-111,1987.844
2024-07-28,13:00,111-111-111,1987.888
2024-07-28,13:30,111-111-111,1988.04
2024-07-28,14:00,111-111-111,1988.718
2024-07-28,14:30,111-111-111,1989.104
2024-07-28,15:00,111-111-111,1989.902
2024-07-28,15:30,111-111-111,1990.266
2024-07-28,16:00,111-111-111,1990.655
2024-07-28,16:30,111-111-111,1991.647
2024-07-28,17:00,111-111-111,1992.145
2024-07-28,17:30,111-111-111,1992.917
2024-07-28,18:00,111-111-111,1993.405
2024-07-28,18:30,111-111-111,1994.092
2024-07-28,19:00,111-111-111,1994.999
2024-07-28,19:30,111-111-111,1995.9
2024-07-28,20:00,111-111-111,1996.639
2024-07-28,20:30,111-111-111,1997.357
2024-07-28,21:00,111-111-111,1997.768
2024-07-28,21:30,111-111-111,1998.636
2024-07-28,22:00,111-111-111,1999.091
2024-07-28,22:30,111-111-111,2000.048
2024-07-28,23:00,111-111-111,2000.3
2024-07-28,23:30,111-111-111,2000.376
