date,time,meter_ID,meter_value
2024-07-31,01:30,111-111-111,2049.888
2024-07-31,02:00,111-111-111,2050.25
2024-07-31,02:30,111-111-111,2050.762
2024-07-31,03:00,111-111-111,2051.605
2024-07-31,03:30,111-111-111,2052.189
2024-07-31,04:00,111-111-111,2053.18
2024-07-31,04:30,111-111-111,2053.432
2024-07-31,05:00,111-111-111,2053.496
2024-07-31,05:30,111-111-111,2054.03
2024-07-31,06:00,111-111-111,2054.425
2024-07-31,06:30,111-111-111,2055.212
2024-07-31,07:00,111-111-111,2055.924
2024-07-31,07:30,111-111-111,2056.395
2024-07-31,08:00,111-111-111,2056.425
2024-07-31,08:30,111-111-111,2057.228
2024-07-31,09:00,111-111-111,2057.372
2024-07-31,09:30,111-111-111,2057.54
2024-07-31,10:00,111-111-111,2057.838
2024-07-31,10:30,111-111-111,2058.76
2024-07-31,11:00,111-111-111,2059.441
2024-07-31,11:30,111-111-111,2059.57
2024-07-31,12:00,111-111-111,2059.634
2024-07-31,12:30,111-111-111,2059.757
2024-07-31,13:00,111-111-111,2060.055
2024-07-31,13:30,111-111-111,2060.701
2024-07-31,14:00,111-111-111,2061.638
2024-07-31,14:30,111-111-111,2061.735
2024-07-31,15:00,111-111-111,2062.165
2024-07-31,15:30,111-111-111,2062.672
2024-07-31,16:00,111-111-111,2063.292
2024-07-31,16:30,111-111-111,2063.5
2024-07-31,17:00,111-111-111,2064.458
2024-07-31,17:30,111-111-111,2064.615
2024-07-31,18:00,111-111-111,2065.388
2024-07-31,18:30,111-111-111,2065.837
2024-07-31,19:00,111-111-111,2066.11
2024-07-31,19:30,111-111-111,2066.267
2024-07-31,20:00,111-111-111,2066.445
2024-07-31,20:30,111-111-111,2066.793
2024-07-31,21:00,111-111-111,2067.771
2024-07-31,21:30,111-111-111,2068.398
2024-07-31,22:00,111-111-111,2069.089
2024-07-31,22:30,111-111-111,2069.8
2024-07-31,23:00,111-111-111,2070.21
2024-07-31,23:30,111-111-111,2070.683
