date,time,meter_ID,meter_value
2024-07-14,01:30,111-111-111,1660.221
2024-07-14,02:00,111-111-111,1660.433
2024-07-14,02:30,111-111-111,1660.54
2024-07-14,03:00,111-111-111,1661.03
2024-07-14,03:30,111-111-111,1661.107
2024-07-14,04:00,111-111-111,1662.08
2024-07-14,04:30,111-111-111,1662.483
2024-07-14,05:00,111-111-111,1663.369
2024-07-14,05:30,111-111-111,1664.238
2024-07-14,06:00,111-111-111,1664.446
2024-07-14,06:30,111-111-111,1665.396
2024-07-14,07:00,111-111-111,1666.366
2024-07-14,07:30,111-111-111,1666.95
2024-07-14,08:00,111-111-111,1667.865
2024-07-14,08:30,111-111-111,1668.299
2024-07-14,09:00,111-111-111,1668.375
2024-07-14,09:30,111-111-111,1668.683
2024-07-14,10:00,111-111-111,1669.14
2024-07-14,10:30,111-111-111,1669.581
2024-07-14,11:00,111-111-111,1670.361
2024-07-14,11:30,111-111-111,1670.525
2024-07-14,12:00,111-111-111,1671.472
2024-07-14,12:30,111-111-111,1671.961
2024-07-14,13:00,111-111-111,1672.609
2024-07-14,13:30,111-111-111,1672.761
2024-07-14,14:00,111-111-111,1673.665
2024-07-14,14:30,111-111-111,1674.088
2024-07-14,15:00,111-111-111,1674.458
2024-07-14,15:30,111-111-111,1674.511
2024-07-14,16:00,111-111-111,1674.735
2024-07-14,16:30,111-111-111,1675.268
2024-07-14,17:00,111-111-111,1675.805
2024-07-14,17:30,111-111-111,1676.137
2024-07-14,18:00,111-111-111,1676.143
2024-07-14,18:30,111-111-111,1676.781
2024-07-14,19:00,111-111-111,1676.955
2024-07-14,19:30,111-111-111,1677.134
2024-07-14,20:00,111-111-111,1677.882
2024-07-14,20:30,111-111-111,1678.538
2024-07-14,21:00,111-111-111,1679.36
2024-07-14,21:30,111-111-111,1679.926
2024-07-14,22:00,111-111-111,1680.711
2024-07-14,22:30,111-111-111,1681.173
2024-07-14,23:00,111-111-111,1681.452
2024-07-14,23:30,111-111-111,1681.995
