date,time,meter_ID,meter_value
2024-07-01,01:30,111-111-111,1366.604
2024-07-01,02:00,111-111-111,1367.553
2024-07-01,02:30,111-111-111,1368.055
2024-07-01,03:00,111-111-111,1368.172
2024-07-01,03:30,111-111-111,1368.938
2024-07-01,04:00,111-111-111,1369.761
2024-07-01,04:30,111-111-111,1370.286
2024-07-01,05:00,111-111-111,1370.519
2024-07-01,05:30,111-111-111,1370.578
2024-07-01,06:00,111-111-111,1371.482
2024-07-01,06:30,111-111-111,1372.364
2024-07-01,07:00,111-111-111,1372.809
2024-07-01,07:30,111-111-111,1373.548
2024-07-01,08:00,111-111-111,1374.138
2024-07-01,08:30,111-111-111,1374.994
2024-07-01,09:00,111-111-111,1375.203
2024-07-01,09:30,111-111-111,1375.481
2024-07-01,10:00,111-111-111,1375.658
2024-07-01,10:30,111-111-111,1375.993
2024-07-01,11:00,111-111-111,1376.618
2024-07-01,11:30,111-111-111,1376.664
2024-07-01,12:00,111-111-111,1377.092
2024-07-01,12:30,111-111-111,1377.241
2024-07-01,13:00,111-111-111,1377.247
2024-07-01,13:30,111-111-111,1378.079
2024-07-01,14:00,111-111-111,1378.583
2024-07-01,14:30,111-111-111,1378.766
2024-07-01,15:00,111-111-111,1378.921
2024-07-01,15:30,111-111-111,1379.437
2024-07-01,16:00,111-111-111,1379.532
2024-07-01,16:30,111-111-111,1380.061
2024-07-01,17:00,111-111-111,1380.192
2024-07-01,17:30,111-111-111,1380.305
2024-07-01,18:00,111-111-111,1380.515
2024-07-01,18:30,111-111-111,1381.027
2024-07-01,19:00,111-111-111,1381.126
2024-07-01,19:30,111-111-111,1381.557
2024-07-01,20:00,111-111-111,1382.403
2024-07-01,20:30,111-111-111,1383.369
2024-07-01,21:00,111-111-111,1384.345
2024-07-01,21:30,111-111-111,1385.066
2024-07-01,22:00,111-111-111,1385.958
2024-07-01,22:30,111-111-111,1386.685
2024-07-01,23:00,111-111-111,1387.562
2024-07-01,23:30,111-111-111,1387.988
