date,time,meter_ID,meter_value
2024-07-13,01:30,111-111-111,1635.55
2024-07-13,02:00,111-111-111,1635.614
2024-07-13,02:30,111-111-111,1636.116
2024-07-13,03:00,111-111-111,1636.769
2024-07-13,03:30,111-111-111,1637.326
2024-07-13,04:00,111-111-111,1637.77
2024-07-13,04:30,111-111-111,1638.403
2024-07-13,05:00,111-111-111,1638.723
2024-07-13,05:30,111-111-111,1638.909
2024-07-13,06:00,111-111-111,1639.284
2024-07-13,06:30,111-111-111,1640.056
2024-07-13,07:00,111-111-111,1640.292
2024-07-13,07:30,111-111-111,1641.138
2024-07-13,08:00,111-111-111,1641.747
2024-07-13,08:30,111-111-111,1642.69
2024-07-13,09:00,111-111-111,1643.534
2024-07-13,09:30,111-111-111,1644.148
2024-07-13,10:00,111-111-111,1644.487
2024-07-13,10:30,111-111-111,1645.443
2024-07-13,11:00,111-111-111,1645.767
2024-07-13,11:30,111-111-111,1646.286
2024-07-13,12:00,111-111-111,1647.044
2024-07-13,12:30,111-111-111,1647.719
2024-07-13,13:00,111-111-111,1648.077
2024-07-13,13:30,111-111-111,1648.563
2024-07-13,14:00,111-111-111,1649.483
2024-07-13,14:30,111-111-111,1649.662
2024-07-13,15:00,111-111-111,1649.89
2024-07-13,15:30,111-111-111,1650.711
2024-07-13,16:00,111-111-111,1651.288
2024-07-13,16:30,111-111-111,1651.831
2024-07-13,17:00,111-111-111,1652.485
2024-07-13,17:30,111-111-111,1652.807
2024-07-13,18:00,111-111-111,1653.79
2024-07-13,18:30,111-111-111,1654.033
2024-07-13,19:00,111-111-111,1654.068
2024-07-13,19:30,111-111-111,1654.742
2024-07-13,20:00,111-111-111,1655.012
2024-07-13,20:30,111-111-111,1655.809
2024-07-13,21:00,111-111-111,1656.493
2024-07-13,21:30,111-111-111,1656.878
2024-07-13,22:00,111-111-111,1657.823
2024-07-13,22:30,111-111-111,1658.33
2024-07-13,23:00,111-111-111,1658.779
2024-07-13,23:30,111-111-111,1659.593
