date,time,meter_ID,meter_value
2024-07-17,01:30,111-111-111,1725.083
2024-07-17,02:00,111-111-111,1725.656
2024-07-17,02:30,111-111-111,1725.999
2024-07-17,03:00,111-111-111,1726.13
2024-07-17,03:30,111-111-111,1726.784
2024-07-17,04:00,111-111-111,1727.302
2024-07-17,04:30,111-111-111,1727.544
2024-07-17,05:00,111-111-111,1727.774
2024-07-17,05:30,111-111-111,1728.341
2024-07-17,06:00,111-111-111,1729.275
2024-07-17,06:30,111-111-111,1730.096
2024-07-17,07:00,111-111-111,1730.695
2024-07-17,07:30,111-111-111,1730.938
2024-07-17,08:00,111-111-111,1731.752
2024-07-17,08:30,111-111-111,1732.629
2024-07-17,09:00,111-111-111,1733.608
2024-07-17,09:30,111-111-111,1733.645
2024-07-17,10:00,111-111-111,1734.101
2024-07-17,10:30,111-111-111,1734.384
2024-07-17,11:00,111-111-111,1735.073
2024-07-17,11:30,111-111-111,1735.213
2024-07-17,12:00,111-111-111,1735.994
2024-07-17,12:30,111-111-111,1736.774
2024-07-17,13:00,111-111-111,1736.781
2024-07-17,13:30,111-111-111,1737.551
2024-07-17,14:00,111-111-111,1738.194
2024-07-17,14:30,111-111-111,1738.727
2024-07-17,15:00,111-111-111,1738.827
2024-07-17,15:30,111-111-111,1739.595
2024-07-17,16:00,111-111-111,1739.988
2024-07-17,16:30,111-111-111,1740.58
2024-07-17,17:00,111-111-111,1741.027
2024-07-17,17:30,111-111-111,1741.075
2024-07-17,18:00,111-111-111,1741.771
2024-07-17,18:30,111-111-111,1741.874
2024-07-17,19:00,111-111-111,1742.344
2024-07-17,19:30,111-111-111,1742.653
2024-07-17,20:00,111-111-111,1743.019
2024-07-17,20:30,111-111-111,1743.084
2024-07-17,21:00,111-111-111,1743.585
2024-07-17,21:30,111-111-111,1743.849
2024-07-17,22:00,111-111-111,1744.59
2024-07-17,22:30,111-111-111,1745.242
2024-07-17,23:00,111-111-111,1745.257
2024-07-17,23:30,111-111-111,1745.884
