date,time,meter_ID,meter_value
2024-07-08,01:30,111-111-111,1522.735
2024-07-08,02:00,111-111-111,1522.81
2024-07-08,02:30,111-111-111,1523.24
2024-07-08,03:00,111-111-111,1523.528
2024-07-08,03:30,111-111-111,1523.85
2024-07-08,04:00,111-111-111,1524.239
2024-07-08,04:30,111-111-111,1524.412
2024-07-08,05:00,111-111-111,1524.492
2024-07-08,05:30,111-111-111,1524.66
2024-07-08,06:00,111-111-111,1525.373
2024-07-08,06:30,111-111-111,1525.973
2024-07-08,07:00,111-111-111,1526.241
2024-07-08,07:30,111-111-111,1526.517
2024-07-08,08:00,111-111-111,1527.466
2024-07-08,08:30,111-111-111,1527.568
2024-07-08,09:00,111-111-111,1527.586
2024-07-08,09:30,111-111-111,1528.093
2024-07-08,10:00,111-111-111,1528.404
2024-07-08,10:30,111-111-111,1529.02
2024-07-08,11:00,111-111-111,1529.304
2024-07-08,11:30,111-111-111,1529.711
2024-07-08,12:00,111-111-111,1530.155
2024-07-08,12:30,111-111-111,1530.693
2024-07-08,13:00,111-111-111,1531.621
2024-07-08,13:30,111-111-111,1531.979
2024-07-08,14:00,111-111-111,1532.132
2024-07-08,14:30,111-111-111,1533.051
2024-07-08,15:00,111-111-111,1533.606
2024-07-08,15:30,111-111-111,1534.118
2024-07-08,16:00,111-111-111,1535.103
2024-07-08,16:30,111-111-111,1535.72
2024-07-08,17:00,111-111-111,1535.984
2024-07-08,17:30,111-111-111,1536.856
2024-07-08,18:00,111-111-111,1537.303
2024-07-08,18:30,111-111-111,1537.477
2024-07-08,19:00,111-111-111,1538.166
2024-07-08,19:30,111-111-111,1538.766
2024-07-08,20:00,111-111-111,1538.933
2024-07-08,20:30,111-111-111,1539.544
2024-07-08,21:00,111-111-111,1540.071
2024-07-08,21:30,111-111-111,1540.507
2024-07-08,22:00,111-111-111,1541.199
2024-07-08,22:30,111-111-111,1541.406
2024-07-08,23:00,111-111-111,1542.118
2024-07-08,23:30,111-111-111,1542.472
