date,time,meter_ID,meter_value
2024-08-01,01:30,111-111-111,2070.797
2024-08-01,02:00,111-111-111,2071.28
2024-08-01,02:30,111-111-111,2072.1
2024-08-01,03:00,111-111-111,2072.693
2024-08-01,03:30,111-111-111,2073.026
2024-08-01,04:00,111-111-111,2073.189
2024-08-01,04:30,111-111-111,2073.226
2024-08-01,05:00,111-111-111,2073.374
2024-08-01,05:30,111-111-111,2073.767
2024-08-01,06:00,111-111-111,2074.61
2024-08-01,06:30,111-111-111,2075.556
2024-08-01,07:00,111-111-111,2076.13
2024-08-01,07:30,111-111-111,2076.372
2024-08-01,08:00,111-111-111,2076.955
2024-08-01,08:30,111-111-111,2077.682
2024-08-01,09:00,111-111-111,2077.862
2024-08-01,09:30,111-111-111,2078.638
2024-08-01,10:00,111-111-111,2078.821
2024-08-01,10:30,111-111-111,2079.546
2024-08-01,11:00,111-111-111,2079.742
2024-08-01,11:30,111-111-111,2079.906
2024-08-01,12:00,111-111-111,2080.612
2024-08-01,12:30,111-111-111,2081.44
2024-08-01,13:00,111-111-111,2081.454
2024-08-01,13:30,111-111-111,2081.582
2024-08-01,14:00,111-111-111,2081.956
2024-08-01,14:30,111-111-111,2082.551
2024-08-01,15:00,111-111-111,2083.009
2024-08-01,15:30,111-111-111,2083.548
2024-08-01,16:00,111-111-111,2083.675
2024-08-01,16:30,111-111-111,2084.197
2024-08-01,17:00,111-111-111,2084.431
2024-08-01,17:30,111-111-111,2084.873
2024-08-01,18:00,111-111-111,2085.78
2024-08-01,18:30,111-111-111,2086.618
2024-08-01,19:00,111-111-111,2086.925
2024-08-01,19:30,111-111-111,2087.896
2024-08-01,20:00,111-111-111,2088.561
2024-08-01,20:30,111-111-111,2089.485
2024-08-01,21:00,111-111-111,2089.939
2024-08-01,21:30,111-111-111,2090.749
2024-08-01,22:00,111-111-111,2090.989
2024-08-01,22:30,111-111-111,2091.488
2024-08-01,23:00,111-111-111,2092.223
2024-08-01,23:30,111-111-111,2092.909
